,date_time,close,label
0,2000-01-03,1466.75,0
1,2000-01-04,1411.5,1
2,2000-01-05,1413.0,0
3,2000-01-06,1404.75,1
4,2000-01-07,1459.75,1
5,2000-01-10,1474.25,0
6,2000-01-11,1454.0,0
7,2000-01-12,1441.5,1
8,2000-01-13,1459.0,1
9,2000-01-14,1478.25,0
10,2000-01-18,1469.25,1
11,2000-01-19,1472.5,0
12,2000-01-20,1456.25,0
13,2000-01-21,1454.0,0
14,2000-01-24,1412.75,1
15,2000-01-25,1419.0,0
16,2000-01-26,1416.0,0
17,2000-01-27,1410.75,0
18,2000-01-28,1367.0,1
19,2000-01-31,1400.75,1
20,2000-02-01,1416.75,0
21,2000-02-02,1414.25,1
22,2000-02-03,1436.0,0
23,2000-02-04,1431.25,0
24,2000-02-07,1427.0,1
25,2000-02-08,1445.75,0
26,2000-02-09,1418.5,0
27,2000-02-10,1418.5,0
28,2000-02-11,1396.0,1
29,2000-02-14,1398.25,1
30,2000-02-15,1409.25,0
31,2000-02-16,1392.75,0
32,2000-02-17,1385.5,0
33,2000-02-18,1354.0,0
34,2000-02-22,1348.5,1
35,2000-02-23,1364.0,0
36,2000-02-24,1355.5,0
37,2000-02-25,1337.75,1
38,2000-02-28,1348.25,1
39,2000-02-29,1372.0,1
40,2000-03-01,1384.75,0
41,2000-03-02,1385.0,1
42,2000-03-03,1410.5,0
43,2000-03-06,1395.0,0
44,2000-03-07,1352.0,1
45,2000-03-08,1365.75,1
46,2000-03-09,1404.0,0
47,2000-03-10,1399.0,1
48,2000-03-13,1401.75,0
49,2000-03-14,1380.5,1
50,2000-03-15,1412.75,1
51,2000-03-16,1479.5,1
52,2000-03-17,1488.5,0
53,2000-03-20,1478.0,1
54,2000-03-21,1507.75,1
55,2000-03-22,1518.0,1
56,2000-03-23,1544.25,1
57,2000-03-24,1555.5,0
58,2000-03-27,1539.0,0
59,2000-03-28,1529.25,0
60,2000-03-29,1530.0,0
61,2000-03-30,1504.5,1
62,2000-03-31,1517.5,1
63,2000-04-03,1528.5,0
64,2000-04-04,1518.25,0
65,2000-04-05,1505.0,1
66,2000-04-06,1516.5,1
67,2000-04-07,1529.5,0
68,2000-04-10,1521.0,0
69,2000-04-11,1517.75,0
70,2000-04-12,1475.75,0
71,2000-04-13,1456.0,0
72,2000-04-14,1367.25,1
73,2000-04-17,1413.5,1
74,2000-04-18,1452.5,0
75,2000-04-19,1440.5,1
76,2000-04-20,1446.75,0
77,2000-04-24,1437.5,1
78,2000-04-25,1489.5,0
79,2000-04-26,1474.0,0
80,2000-04-27,1468.0,0
81,2000-04-28,1460.5,1
82,2000-05-01,1476.75,0
83,2000-05-02,1451.5,0
84,2000-05-03,1422.5,0
85,2000-05-04,1423.5,1
86,2000-05-05,1440.0,0
87,2000-05-08,1430.75,0
88,2000-05-09,1419.25,0
89,2000-05-10,1388.5,1
90,2000-05-11,1415.5,1
91,2000-05-12,1431.25,1
92,2000-05-15,1457.5,1
93,2000-05-16,1471.75,0
94,2000-05-17,1456.75,0
95,2000-05-18,1441.75,0
96,2000-05-19,1415.5,0
97,2000-05-22,1404.5,0
98,2000-05-23,1382.5,1
99,2000-05-24,1402.25,0
100,2000-05-25,1389.25,0
101,2000-05-26,1382.25,1
102,2000-05-30,1427.25,0
103,2000-05-31,1422.0,1
104,2000-06-01,1451.75,1
105,2000-06-02,1475.75,0
106,2000-06-05,1470.75,0
107,2000-06-06,1463.5,1
108,2000-06-07,1472.5,0
109,2000-06-08,1466.75,0
110,2000-06-09,1462.5,1
111,2000-06-12,1469.0,1
112,2000-06-13,1494.25,1
113,2000-06-14,1497.25,0
114,2000-06-15,1498.25,0
115,2000-06-16,1488.0,1
116,2000-06-19,1505.25,0
117,2000-06-20,1499.0,0
118,2000-06-21,1498.75,0
119,2000-06-22,1476.25,0
120,2000-06-23,1464.0,1
121,2000-06-26,1479.0,0
122,2000-06-27,1471.0,0
123,2000-06-28,1470.25,0
124,2000-06-29,1458.25,1
125,2000-06-30,1470.5,1
126,2000-07-03,1490.5,0
127,2000-07-05,1463.0,1
128,2000-07-06,1474.0,1
129,2000-07-07,1494.5,0
130,2000-07-10,1491.75,1
131,2000-07-11,1495.0,1
132,2000-07-12,1505.75,1
133,2000-07-13,1510.5,1
134,2000-07-14,1524.0,0
135,2000-07-17,1522.0,0
136,2000-07-18,1512.25,0
137,2000-07-19,1500.25,1
138,2000-07-20,1516.0,0
139,2000-07-21,1489.75,0
140,2000-07-24,1480.75,1
141,2000-07-25,1484.75,0
142,2000-07-26,1470.0,0
143,2000-07-27,1463.5,0
144,2000-07-28,1431.25,1
145,2000-07-31,1438.75,1
146,2000-08-01,1447.25,1
147,2000-08-02,1452.5,1
148,2000-08-03,1462.0,1
149,2000-08-04,1471.5,1
150,2000-08-07,1487.0,1
151,2000-08-08,1492.5,0
152,2000-08-09,1480.75,0
153,2000-08-10,1473.75,1
154,2000-08-11,1479.0,1
155,2000-08-14,1498.5,0
156,2000-08-15,1495.0,0
157,2000-08-16,1491.75,1
158,2000-08-17,1503.75,0
159,2000-08-18,1500.0,1
160,2000-08-21,1507.0,0
161,2000-08-22,1507.25,1
162,2000-08-23,1510.0,1
163,2000-08-24,1515.0,0
164,2000-08-25,1513.0,1
165,2000-08-28,1518.5,0
166,2000-08-29,1518.25,0
167,2000-08-30,1504.0,1
168,2000-08-31,1521.25,1
169,2000-09-01,1523.25,0
170,2000-09-05,1512.0,0
171,2000-09-06,1494.25,1
172,2000-09-07,1507.25,0
173,2000-09-08,1496.75,1
174,2000-09-11,1514.25,0
175,2000-09-12,1504.25,1
176,2000-09-13,1507.5,0
177,2000-09-14,1503.0,0
178,2000-09-15,1483.5,0
179,2000-09-18,1467.5,1
180,2000-09-19,1478.5,0
181,2000-09-20,1469.5,0
182,2000-09-21,1469.25,0
183,2000-09-22,1468.5,0
184,2000-09-25,1461.0,0
185,2000-09-26,1443.0,1
186,2000-09-27,1446.75,1
187,2000-09-28,1476.0,0
188,2000-09-29,1454.0,1
189,2000-10-02,1456.25,0
190,2000-10-03,1441.25,1
191,2000-10-04,1450.25,1
192,2000-10-05,1456.25,0
193,2000-10-06,1426.25,0
194,2000-10-09,1416.5,0
195,2000-10-10,1391.0,0
196,2000-10-11,1378.5,0
197,2000-10-12,1344.25,1
198,2000-10-13,1386.25,1
199,2000-10-16,1392.0,0
200,2000-10-17,1360.0,0
201,2000-10-18,1353.75,1
202,2000-10-19,1401.75,1
203,2000-10-20,1410.75,1
204,2000-10-23,1416.25,0
205,2000-10-24,1404.75,0
206,2000-10-25,1374.0,0
207,2000-10-26,1371.0,1
208,2000-10-27,1400.0,1
209,2000-10-30,1412.75,1
210,2000-10-31,1440.75,0
211,2000-11-01,1432.5,1
212,2000-11-02,1435.25,1
213,2000-11-03,1436.75,1
214,2000-11-06,1445.5,0
215,2000-11-07,1443.75,0
216,2000-11-08,1412.0,0
217,2000-11-09,1403.5,0
218,2000-11-10,1372.25,0
219,2000-11-13,1358.75,1
220,2000-11-14,1394.0,1
221,2000-11-15,1397.5,0
222,2000-11-16,1379.25,0
223,2000-11-17,1370.75,0
224,2000-11-20,1347.75,1
225,2000-11-21,1356.0,0
226,2000-11-22,1323.75,1
227,2000-11-24,1347.5,1
228,2000-11-27,1359.0,0
229,2000-11-28,1338.5,0
230,2000-11-29,1335.25,0
231,2000-11-30,1321.0,0
232,2000-12-01,1320.75,1
233,2000-12-04,1329.5,1
234,2000-12-05,1374.25,0
235,2000-12-06,1354.5,0
236,2000-12-07,1337.5,1
237,2000-12-08,1353.25,1
238,2000-12-11,1403.0,0
239,2000-12-12,1399.75,0
240,2000-12-13,1377.25,0
241,2000-12-14,1358.0,0
242,2000-12-15,1325.75,1
243,2000-12-18,1346.0,0
244,2000-12-19,1317.75,0
245,2000-12-20,1280.25,1
246,2000-12-21,1288.5,1
247,2000-12-22,1327.25,1
248,2000-12-26,1336.5,1
249,2000-12-27,1350.25,1
250,2000-12-28,1353.0,0
251,2000-12-29,1327.0,0
252,2001-01-02,1300.0,1
253,2001-01-03,1359.0,0
254,2001-01-04,1349.0,0
255,2001-01-05,1304.0,1
256,2001-01-08,1309.5,0
257,2001-01-09,1308.75,1
258,2001-01-10,1327.0,1
259,2001-01-11,1335.0,0
260,2001-01-12,1329.75,1
261,2001-01-16,1335.25,1
262,2001-01-17,1341.5,1
263,2001-01-18,1355.75,0
264,2001-01-19,1347.5,1
265,2001-01-22,1358.0,1
266,2001-01-23,1366.0,1
267,2001-01-24,1370.0,0
268,2001-01-25,1365.0,0
269,2001-01-26,1363.75,1
270,2001-01-29,1370.25,1
271,2001-01-30,1382.75,0
272,2001-01-31,1373.5,1
273,2001-02-01,1382.5,0
274,2001-02-02,1353.5,1
275,2001-02-05,1362.75,0
276,2001-02-06,1356.25,0
277,2001-02-07,1349.25,0
278,2001-02-08,1335.25,0
279,2001-02-09,1321.0,1
280,2001-02-12,1333.75,0
281,2001-02-13,1326.25,0
282,2001-02-14,1319.75,1
283,2001-02-15,1333.5,0
284,2001-02-16,1305.0,0
285,2001-02-20,1285.5,0
286,2001-02-21,1255.5,1
287,2001-02-22,1257.25,0
288,2001-02-23,1246.25,1
289,2001-02-26,1273.25,0
290,2001-02-27,1264.0,0
291,2001-02-28,1238.25,1
292,2001-03-01,1243.5,0
293,2001-03-02,1234.0,1
294,2001-03-05,1243.5,1
295,2001-03-06,1256.75,1
296,2001-03-07,1265.75,0
297,2001-03-08,1265.5,0
298,2001-03-09,1231.75,0
299,2001-03-12,1191.0,1
300,2001-03-13,1209.5,0
301,2001-03-14,1181.0,1
302,2001-03-15,1185.25,0
303,2001-03-16,1161.5,1
304,2001-03-19,1180.25,0
305,2001-03-20,1152.25,0
306,2001-03-21,1132.75,0
307,2001-03-22,1119.0,1
308,2001-03-23,1153.25,1
309,2001-03-26,1166.5,1
310,2001-03-27,1189.75,0
311,2001-03-28,1160.0,0
312,2001-03-29,1160.75,1
313,2001-03-30,1173.5,0
314,2001-04-02,1149.75,0
315,2001-04-03,1108.25,1
316,2001-04-04,1112.75,1
317,2001-04-05,1155.75,0
318,2001-04-06,1140.5,1
319,2001-04-09,1149.5,1
320,2001-04-10,1171.25,1
321,2001-04-11,1172.75,1
322,2001-04-12,1193.25,0
323,2001-04-16,1182.0,1
324,2001-04-17,1195.75,1
325,2001-04-18,1244.75,1
326,2001-04-19,1258.75,0
327,2001-04-20,1251.5,0
328,2001-04-23,1226.0,0
329,2001-04-24,1217.25,1
330,2001-04-25,1231.25,1
331,2001-04-26,1240.5,1
332,2001-04-27,1258.0,0
333,2001-04-30,1253.0,1
334,2001-05-01,1272.25,0
335,2001-05-02,1271.0,0
336,2001-05-03,1255.0,1
337,2001-05-04,1272.75,0
338,2001-05-07,1263.25,0
339,2001-05-08,1262.25,0
340,2001-05-09,1257.75,1
341,2001-05-10,1261.25,0
342,2001-05-11,1252.25,0
343,2001-05-14,1252.75,1
344,2001-05-15,1257.25,1
345,2001-05-16,1287.75,1
346,2001-05-17,1291.75,1
347,2001-05-18,1295.75,1
348,2001-05-21,1314.75,0
349,2001-05-22,1312.5,0
350,2001-05-23,1290.75,1
351,2001-05-24,1294.5,0
352,2001-05-25,1279.5,0
353,2001-05-29,1268.0,0
354,2001-05-30,1250.5,1
355,2001-05-31,1254.5,1
356,2001-06-01,1265.0,1
357,2001-06-04,1269.25,1
358,2001-06-05,1284.5,0
359,2001-06-06,1273.5,1
360,2001-06-07,1277.0,0
361,2001-06-08,1268.0,1
362,2001-06-10,1275.0,0
363,2001-06-11,1266.5,0
364,2001-06-12,1263.5,0
365,2001-06-13,1252.0,0
366,2001-06-14,1225.5,0
367,2001-06-15,1225.75,0
368,2001-06-17,1224.5,0
369,2001-06-18,1224.0,0
370,2001-06-19,1223.25,1
371,2001-06-20,1232.25,1
372,2001-06-21,1240.0,0
373,2001-06-22,1235.5,0
374,2001-06-24,1232.25,0
375,2001-06-25,1221.75,0
376,2001-06-26,1219.75,0
377,2001-06-27,1220.25,1
378,2001-06-28,1231.0,1
379,2001-06-29,1232.75,0
380,2001-07-01,1229.5,1
381,2001-07-02,1246.75,0
382,2001-07-03,1243.0,0
383,2001-07-04,1240.5,0
384,2001-07-05,1217.0,0
385,2001-07-06,1193.5,0
386,2001-07-08,1193.5,1
387,2001-07-09,1202.75,0
388,2001-07-10,1188.0,1
389,2001-07-11,1199.5,1
390,2001-07-12,1213.5,1
391,2001-07-13,1225.0,0
392,2001-07-15,1223.5,0
393,2001-07-16,1209.0,1
394,2001-07-17,1216.0,0
395,2001-07-18,1212.25,1
396,2001-07-19,1215.75,0
397,2001-07-20,1214.75,0
398,2001-07-22,1206.75,0
399,2001-07-23,1193.0,0
400,2001-07-24,1181.75,1
401,2001-07-25,1190.25,1
402,2001-07-26,1206.25,1
403,2001-07-27,1210.0,0
404,2001-07-29,1206.25,1
405,2001-07-30,1211.5,1
406,2001-07-31,1213.5,1
407,2001-08-01,1223.5,1
408,2001-08-02,1226.5,0
409,2001-08-03,1219.75,0
410,2001-08-05,1218.5,0
411,2001-08-06,1206.25,0
412,2001-08-07,1204.5,0
413,2001-08-08,1183.75,1
414,2001-08-09,1189.75,1
415,2001-08-10,1191.75,0
416,2001-08-12,1191.5,1
417,2001-08-13,1195.5,0
418,2001-08-14,1192.5,0
419,2001-08-15,1179.25,1
420,2001-08-16,1184.25,0
421,2001-08-17,1166.0,0
422,2001-08-19,1163.75,1
423,2001-08-20,1176.5,0
424,2001-08-21,1158.75,1
425,2001-08-22,1167.0,0
426,2001-08-23,1168.0,1
427,2001-08-24,1187.5,0
428,2001-08-26,1188.5,0
429,2001-08-27,1179.5,0
430,2001-08-28,1163.25,0
431,2001-08-29,1153.5,0
432,2001-08-30,1127.25,1
433,2001-08-31,1138.5,0
434,2001-09-02,1136.5,0
435,2001-09-03,1133.5,0
436,2001-09-04,1130.75,1
437,2001-09-05,1135.0,0
438,2001-09-06,1107.25,0
439,2001-09-07,1083.25,0
440,2001-09-09,1080.5,1
441,2001-09-10,1095.25,0
442,2001-09-11,1073.5,0
443,2001-09-17,1048.75,0
444,2001-09-18,1043.75,0
445,2001-09-19,1018.25,0
446,2001-09-20,987.5,0
447,2001-09-21,973.5,1
448,2001-09-23,976.75,1
449,2001-09-24,1007.75,1
450,2001-09-25,1016.0,0
451,2001-09-26,1013.5,1
452,2001-09-27,1026.25,1
453,2001-09-28,1044.5,0
454,2001-10-01,1043.25,1
455,2001-10-02,1053.75,1
456,2001-10-03,1075.75,0
457,2001-10-04,1074.25,0
458,2001-10-05,1071.75,0
459,2001-10-07,1065.0,1
460,2001-10-08,1066.5,0
461,2001-10-09,1058.0,1
462,2001-10-10,1084.0,1
463,2001-10-11,1101.5,0
464,2001-10-12,1094.0,0
465,2001-10-14,1089.0,1
466,2001-10-15,1091.5,1
467,2001-10-16,1103.5,0
468,2001-10-17,1073.5,0
469,2001-10-18,1073.25,0
470,2001-10-19,1072.5,0
471,2001-10-21,1070.75,1
472,2001-10-22,1094.5,0
473,2001-10-23,1087.75,0
474,2001-10-24,1086.75,1
475,2001-10-25,1102.25,0
476,2001-10-26,1102.25,0
477,2001-10-28,1099.5,0
478,2001-10-29,1069.75,0
479,2001-10-30,1058.25,0
480,2001-10-31,1054.75,1
481,2001-11-01,1079.5,1
482,2001-11-02,1089.5,0
483,2001-11-04,1089.5,1
484,2001-11-05,1106.75,1
485,2001-11-06,1115.5,1
486,2001-11-07,1122.75,0
487,2001-11-08,1122.75,1
488,2001-11-09,1124.0,1
489,2001-11-11,1125.5,0
490,2001-11-12,1122.5,1
491,2001-11-13,1142.25,1
492,2001-11-14,1147.25,1
493,2001-11-15,1150.5,0
494,2001-11-16,1139.25,1
495,2001-11-18,1144.0,1
496,2001-11-19,1152.5,0
497,2001-11-20,1142.75,0
498,2001-11-21,1138.0,1
499,2001-11-22,1140.25,1
500,2001-11-23,1152.75,1
501,2001-11-25,1156.75,0
502,2001-11-26,1153.25,0
503,2001-11-27,1146.5,0
504,2001-11-28,1133.5,1
505,2001-11-29,1143.0,0
506,2001-11-30,1135.25,0
507,2001-12-02,1133.0,0
508,2001-12-03,1129.5,1
509,2001-12-04,1148.0,1
510,2001-12-05,1167.25,0
511,2001-12-06,1165.0,0
512,2001-12-07,1160.5,0
513,2001-12-09,1158.5,0
514,2001-12-10,1140.25,0
515,2001-12-11,1140.0,0
516,2001-12-12,1134.25,0
517,2001-12-13,1117.5,1
518,2001-12-14,1126.0,0
519,2001-12-16,1124.0,1
520,2001-12-17,1136.5,1
521,2001-12-18,1142.0,1
522,2001-12-19,1153.0,0
523,2001-12-20,1140.5,1
524,2001-12-21,1148.75,0
525,2001-12-23,1147.0,0
526,2001-12-24,1146.75,1
527,2001-12-26,1153.0,1
528,2001-12-27,1162.0,0
529,2001-12-28,1159.0,1
530,2001-12-30,1160.25,0
531,2001-12-31,1142.25,1
532,2002-01-02,1153.5,1
533,2002-01-03,1167.5,1
534,2002-01-04,1175.0,0
535,2002-01-06,1174.5,0
536,2002-01-07,1167.0,0
537,2002-01-08,1163.0,0
538,2002-01-09,1154.75,1
539,2002-01-10,1159.0,0
540,2002-01-11,1148.0,0
541,2002-01-13,1146.0,0
542,2002-01-14,1142.25,1
543,2002-01-15,1143.5,0
544,2002-01-16,1128.25,0
545,2002-01-17,1127.0,1
546,2002-01-18,1129.5,1
547,2002-01-20,1133.25,0
548,2002-01-21,1128.5,0
549,2002-01-22,1123.25,1
550,2002-01-23,1130.0,1
551,2002-01-24,1133.75,0
552,2002-01-25,1132.75,0
553,2002-01-27,1133.0,1
